                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    281,                0.61291,                0.52316,                0.99842,                0.99842,               6.94e-05
                    282,                0.59477,                0.52294,                0.99842,                0.99842,               6.61e-05
                    283,                0.60603,                0.52288,                0.99842,                0.99842,               6.28e-05
                    284,                0.60603,                0.52287,                0.99842,                0.99842,               5.95e-05
                    285,                 0.5962,                0.52331,                0.99842,                0.99842,               5.62e-05
                    286,                0.61725,                0.52283,                0.99842,                0.99842,               5.29e-05
                    287,                 0.6058,                0.52287,                0.99842,                0.99842,               4.96e-05
                    288,                0.60481,                0.52337,                0.99842,                0.99842,               4.63e-05
                    289,                0.59653,                0.52292,                0.99842,                0.99842,                4.3e-05
                    290,                 0.6121,                0.52297,                0.99842,                0.99842,               3.97e-05
                    291,                 0.5976,                0.52298,                0.99842,                0.99842,               3.64e-05
                    292,                0.60255,                0.52294,                0.99842,                0.99842,               3.31e-05
                    293,                0.60844,                 0.5229,                0.99842,                0.99842,               2.98e-05
                    294,                0.60398,                0.52287,                0.99842,                0.99842,               2.65e-05
                    295,                0.60665,                0.52288,                0.99842,                0.99842,               2.32e-05
                    296,                0.60089,                 0.5229,                0.99842,                0.99842,               1.99e-05
                    297,                0.61465,                 0.5229,                0.99842,                0.99842,               1.66e-05
                    298,                0.59247,                0.52332,                0.99842,                0.99842,               1.33e-05
                    299,                0.60103,                0.52285,                0.99842,                0.99842,                  1e-05
