                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    149,                0.88151,                0.57998,                0.99842,                      1,              0.0002575
                    150,                0.84358,                0.58135,                0.99842,                      1,             0.00025255
                    151,                0.88723,                0.58422,                0.99842,                      1,              0.0002476
                    152,                0.85412,                0.58199,                0.99684,                      1,             0.00024265
                    153,                 0.8475,                0.58871,                0.99526,                      1,              0.0002377
                    154,                0.87933,                0.59438,                0.99368,                      1,             0.00023275
                    155,                0.84348,                0.58829,                 0.9921,                      1,              0.0002278
                    156,                0.82745,                0.58612,                0.99526,                      1,             0.00022285
                    157,                0.82988,                0.57805,                0.99842,                      1,              0.0002179
                    158,                0.85991,                0.57678,                0.99842,                      1,             0.00021295
                    159,                0.83607,                0.57598,                0.99842,                      1,               0.000208
                    160,                 0.8103,                0.57393,                0.99842,                      1,             0.00020305
                    161,                0.84856,                0.57523,                0.99684,                      1,              0.0001981
                    162,                0.86401,                0.57543,                0.99842,                      1,             0.00019315
                    163,                0.80725,                 0.5771,                0.99842,                      1,              0.0001882
                    164,                0.81074,                0.57898,                0.99842,                      1,             0.00018325
                    165,                0.82217,                0.57661,                0.99842,                      1,              0.0001783
                    166,                0.80378,                0.57413,                0.99842,                      1,             0.00017335
                    167,                 0.8339,                0.57521,                0.99842,                      1,              0.0001684
                    168,                0.80093,                0.57359,                0.99842,                      1,             0.00016345
                    169,                0.78657,                0.57209,                0.99684,                      1,              0.0001585
                    170,                0.83636,                0.57178,                0.99684,                      1,             0.00015355
                    171,                 0.8184,                0.57309,                0.99684,                      1,              0.0001486
                    172,                 0.8237,                0.57072,                0.99684,                      1,             0.00014365
                    173,                0.81393,                0.57023,                0.99842,                      1,              0.0001387
                    174,                0.79526,                0.56936,                0.99842,                      1,             0.00013375
                    175,                0.77985,                0.57001,                0.99842,                      1,              0.0001288
                    176,                0.78814,                0.56962,                0.99842,                      1,             0.00012385
                    177,                0.77498,                0.57006,                0.99842,                      1,              0.0001189
                    178,                 0.8067,                0.56934,                0.99842,                      1,             0.00011395
                    179,                0.78581,                 0.5698,                0.99842,                      1,               0.000109
                    180,                0.79057,                0.56912,                0.99842,                      1,             0.00010405
                    181,                0.78917,                0.56814,                0.99842,                      1,               9.91e-05
                    182,                0.76343,                 0.5676,                0.99842,                      1,              9.415e-05
                    183,                0.78261,                0.56822,                0.99842,                      1,               8.92e-05
                    184,                0.78405,                0.56686,                0.99842,                      1,              8.425e-05
                    185,                0.78061,                0.56651,                0.99842,                      1,               7.93e-05
                    186,                0.74221,                0.56722,                0.99842,                      1,              7.435e-05
                    187,                0.76986,                0.56607,                0.99842,                      1,               6.94e-05
                    188,                0.77493,                0.56711,                0.99842,                      1,              6.445e-05
                    189,                0.74368,                 0.5653,                0.99842,                      1,               5.95e-05
                    190,                0.72904,                0.56528,                0.99842,                      1,              5.455e-05
                    191,                0.76295,                0.56523,                0.99842,                      1,               4.96e-05
                    192,                0.73661,                0.56795,                0.99842,                      1,              4.465e-05
                    193,                0.77567,                0.56511,                0.99842,                      1,               3.97e-05
                    194,                0.71945,                0.56711,                0.99842,                      1,              3.475e-05
                    195,                0.77383,                0.56633,                0.99842,                      1,               2.98e-05
                    196,                0.74837,                 0.5639,                0.99842,                      1,              2.485e-05
                    197,                0.75123,                 0.5659,                0.99842,                      1,               1.99e-05
                    198,                0.73681,                0.56593,                0.99842,                      1,              1.495e-05
                    199,                0.74419,                0.56386,                0.99842,                      1,                  1e-05
