                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    208,                0.74733,                0.57354,                0.99842,                0.99842,              0.0003103
                    209,                 0.7612,                0.57209,                0.99842,                0.99842,               0.000307
                    210,                0.76153,                 0.5728,                0.99842,                0.99842,              0.0003037
                    211,                0.74292,                0.57429,                0.99802,                0.99842,              0.0003004
                    212,                0.75481,                   0.57,                0.99842,                0.99842,              0.0002971
                    213,                 0.7369,                0.56891,                0.99842,                0.99842,              0.0002938
                    214,                0.73242,                0.56796,                0.99802,                0.99842,              0.0002905
                    215,                 0.7394,                0.56945,                0.99842,                0.99842,              0.0002872
                    216,                0.73804,                0.56762,                0.99842,                0.99842,              0.0002839
                    217,                0.71979,                0.56705,                0.99842,                0.99842,              0.0002806
                    218,                0.74399,                0.56853,                0.99842,                0.99842,              0.0002773
                    219,                0.73449,                0.57052,                0.99842,                0.99842,               0.000274
                    220,                0.72281,                 0.5708,                0.99842,                0.99842,              0.0002707
                    221,                0.73151,                0.56901,                0.99842,                0.99842,              0.0002674
                    222,                0.73149,                0.57208,                0.99842,                0.99842,              0.0002641
                    223,                0.72547,                0.57143,                0.99842,                0.99842,              0.0002608
                    224,                0.74322,                0.56815,                0.99842,                0.99842,              0.0002575
                    225,                0.71448,                0.56932,                0.99842,                0.99842,              0.0002542
                    226,                0.71344,                0.56879,                0.99842,                0.99842,              0.0002509
                    227,                0.72487,                0.56768,                0.99842,                0.99842,              0.0002476
                    228,                0.71716,                0.56583,                0.99842,                0.99842,              0.0002443
                    229,                0.72588,                0.56439,                0.99842,                0.99842,               0.000241
                    230,                0.71666,                0.56389,                0.99842,                0.99842,              0.0002377
                    231,                0.71211,                0.56478,                0.99842,                0.99842,              0.0002344
                    232,                0.72395,                0.56766,                0.99842,                0.99842,              0.0002311
                    233,                0.71109,                0.56794,                0.99842,                0.99842,              0.0002278
                    234,                0.71595,                 0.5701,                0.99842,                0.99842,              0.0002245
                    235,                0.70148,                0.56431,                0.99842,                0.99842,              0.0002212
                    236,                 0.7105,                0.56255,                0.99842,                0.99842,              0.0002179
                    237,                 0.7099,                0.56289,                0.99842,                0.99842,              0.0002146
                    238,                0.70444,                0.56328,                0.99842,                0.99842,              0.0002113
                    239,                0.71262,                 0.5627,                0.99842,                0.99842,               0.000208
                    240,                0.70613,                 0.5619,                0.99842,                0.99842,              0.0002047
                    241,                0.70407,                0.56162,                0.99802,                0.99842,              0.0002014
                    242,                0.69188,                0.56086,                0.99802,                0.99842,              0.0001981
                    243,                0.68735,                0.56003,                0.99842,                0.99842,              0.0001948
                    244,                0.68866,                0.56057,                0.99842,                0.99842,              0.0001915
                    245,                 0.6871,                0.55974,                0.99842,                0.99842,              0.0001882
                    246,                0.69172,                0.55832,                0.99842,                0.99842,              0.0001849
                    247,                 0.6901,                0.55758,                0.99842,                0.99842,              0.0001816
                    248,                0.67771,                0.55737,                0.99842,                0.99842,              0.0001783
                    249,                 0.6866,                0.55783,                0.99842,                0.99842,               0.000175
                    250,                0.68989,                0.55732,                0.99842,                0.99842,              0.0001717
                    251,                0.69498,                0.55766,                0.99842,                0.99842,              0.0001684
                    252,                0.67279,                0.55695,                0.99842,                0.99842,              0.0001651
                    253,                0.68762,                0.55742,                0.99842,                0.99842,              0.0001618
                    254,                 0.6914,                0.55796,                0.99842,                0.99842,              0.0001585
                    255,                0.68184,                0.55708,                0.99842,                0.99842,              0.0001552
                    256,                0.68884,                0.55596,                0.99842,                0.99842,              0.0001519
                    257,                0.68406,                0.55618,                0.99842,                0.99842,              0.0001486
                    258,                0.67586,                0.55556,                0.99842,                0.99842,              0.0001453
                    259,                0.67849,                0.55551,                0.99842,                0.99842,               0.000142
                    260,                0.67411,                0.55566,                0.99842,                0.99842,              0.0001387
                    261,                0.67975,                0.55663,                0.99842,                0.99842,              0.0001354
                    262,                0.67213,                0.55604,                0.99842,                0.99842,              0.0001321
                    263,                0.66666,                0.55502,                0.99842,                0.99842,              0.0001288
                    264,                0.67494,                0.55483,                0.99842,                0.99842,              0.0001255
                    265,                0.66793,                0.55335,                0.99842,                0.99842,              0.0001222
                    266,                0.66068,                0.55356,                0.99842,                0.99842,              0.0001189
                    267,                0.66452,                0.55368,                0.99842,                0.99842,              0.0001156
                    268,                0.65048,                 0.5537,                0.99842,                0.99842,              0.0001123
                    269,                0.66324,                 0.5536,                0.99842,                0.99842,               0.000109
                    270,                0.65148,                0.55338,                0.99842,                0.99842,              0.0001057
                    271,                0.65704,                0.55263,                0.99842,                0.99842,              0.0001024
                    272,                0.65217,                0.55231,                0.99842,                0.99842,               9.91e-05
                    273,                0.64547,                0.55208,                0.99842,                0.99842,               9.58e-05
                    274,                0.64771,                0.55191,                0.99842,                0.99842,               9.25e-05
                    275,                0.65803,                0.55187,                0.99842,                0.99842,               8.92e-05
                    276,                0.64826,                0.55211,                0.99842,                0.99842,               8.59e-05
                    277,                0.64494,                 0.5517,                0.99842,                0.99842,               8.26e-05
                    278,                 0.6495,                0.55097,                0.99842,                0.99842,               7.93e-05
                    279,                0.65175,                0.55085,                0.99842,                0.99842,                7.6e-05
                    280,                0.64611,                0.55095,                0.99842,                0.99842,               7.27e-05
                    281,                0.63402,                 0.5507,                0.99842,                0.99842,               6.94e-05
                    282,                0.63006,                0.55062,                0.99842,                0.99842,               6.61e-05
                    283,                 0.6546,                0.55064,                0.99842,                0.99842,               6.28e-05
                    284,                0.64463,                0.55043,                0.99842,                0.99842,               5.95e-05
                    285,                0.64543,                0.55014,                0.99842,                0.99842,               5.62e-05
                    286,                0.64516,                0.55008,                0.99842,                0.99842,               5.29e-05
                    287,                 0.6405,                0.54996,                0.99842,                0.99842,               4.96e-05
                    288,                0.63385,                0.55057,                0.99842,                0.99842,               4.63e-05
                    289,                0.64086,                0.54953,                0.99842,                0.99842,                4.3e-05
                    290,                0.64081,                0.54946,                0.99842,                0.99842,               3.97e-05
                    291,                0.64956,                0.54918,                0.99842,                0.99842,               3.64e-05
                    292,                0.63801,                0.54889,                0.99842,                0.99842,               3.31e-05
                    293,                0.63101,                0.54872,                0.99842,                0.99842,               2.98e-05
                    294,                0.63557,                0.54857,                0.99842,                0.99842,               2.65e-05
                    295,                 0.6346,                0.54852,                0.99842,                0.99842,               2.32e-05
                    296,                0.64316,                0.54832,                0.99842,                0.99842,               1.99e-05
                    297,                0.62193,                0.54829,                0.99842,                0.99842,               1.66e-05
                    298,                0.62427,                0.54816,                0.99842,                0.99842,               1.33e-05
                    299,                0.63404,                0.54802,                0.99842,                0.99842,                  1e-05
